Date,Open,High,Low,Close,Adj Close,Volume
2023-01-20,18115.599609375,18145.44921875,18016.19921875,18027.650390625,18027.650390625,237200
2023-01-23,18118.44921875,18162.599609375,18063.44921875,18118.55078125,18118.55078125,202500
2023-01-24,18183.94921875,18201.25,18078.650390625,18118.30078125,18118.30078125,216900
2023-01-25,18093.349609375,18100.599609375,17846.150390625,17891.94921875,17891.94921875,257200
2023-01-27,17877.19921875,17884.75,17493.55078125,17604.349609375,17604.349609375,476300
2023-01-30,17541.94921875,17709.150390625,17405.55078125,17648.94921875,17648.94921875,432400
2023-01-31,17731.44921875,17735.69921875,17537.55078125,17662.150390625,17662.150390625,398300
2023-02-01,17811.599609375,17972.19921875,17353.400390625,17616.30078125,17616.30078125,512900
2023-02-02,17517.099609375,17653.900390625,17445.94921875,17610.400390625,17610.400390625,490100
2023-02-03,17721.75,17870.30078125,17584.19921875,17854.05078125,17854.05078125,424100
2023-02-06,17818.55078125,17823.69921875,17698.349609375,17764.599609375,17764.599609375,282500
2023-02-07,17790.099609375,17811.150390625,17652.55078125,17721.5,17721.5,354400
2023-02-08,17750.30078125,17898.69921875,17744.150390625,17871.69921875,17871.69921875,291000
2023-02-09,17885.5,17916.900390625,17779.80078125,17893.44921875,17893.44921875,260900
2023-02-10,17847.55078125,17876.94921875,17801.0,17856.5,17856.5,232000
2023-02-13,17859.099609375,17880.69921875,17719.75,17770.900390625,17770.900390625,231300
2023-02-14,17840.349609375,17954.55078125,17800.05078125,17929.849609375,17929.849609375,244500
2023-02-15,17896.599609375,18034.099609375,17853.80078125,18015.849609375,18015.849609375,229300
2023-02-16,18094.75,18134.75,18000.650390625,18035.849609375,18035.849609375,230200
2023-02-17,17974.849609375,18034.25,17884.599609375,17944.19921875,17944.19921875,208100
2023-02-20,17965.55078125,18004.349609375,17818.400390625,17844.599609375,17844.599609375,174600
2023-02-21,17905.80078125,17924.900390625,17800.30078125,17826.69921875,17826.69921875,198200
2023-02-22,17755.349609375,17772.5,17529.44921875,17554.30078125,17554.30078125,204000
2023-02-23,17574.650390625,17620.05078125,17455.400390625,17511.25,17511.25,240800
2023-02-24,17591.349609375,17599.75,17421.80078125,17465.80078125,17465.80078125,209400
2023-02-27,17428.599609375,17451.599609375,17299.0,17392.69921875,17392.69921875,246400
2023-02-28,17383.25,17440.44921875,17255.19921875,17303.94921875,17303.94921875,420900
2023-03-01,17360.099609375,17467.75,17345.25,17450.900390625,17450.900390625,272900
2023-03-02,17421.5,17445.80078125,17306.0,17321.900390625,17321.900390625,310700
2023-03-03,17451.25,17644.75,17427.69921875,17594.349609375,17594.349609375,356200
2023-03-06,17680.349609375,17799.94921875,17671.94921875,17711.44921875,17711.44921875,362800
2023-03-08,17665.75,17766.5,17602.25,17754.400390625,17754.400390625,267000
2023-03-09,17772.05078125,17772.349609375,17573.599609375,17589.599609375,17589.599609375,262400
2023-03-10,17443.80078125,17451.5,17324.349609375,17412.900390625,17412.900390625,235900
2023-03-13,17421.900390625,17529.900390625,17113.44921875,17154.30078125,17154.30078125,254900
2023-03-14,17160.55078125,17224.650390625,16987.099609375,17043.30078125,17043.30078125,290600
2023-03-15,17166.44921875,17211.349609375,16938.900390625,16972.150390625,16972.150390625,248200
2023-03-16,16994.650390625,17062.44921875,16850.150390625,16985.599609375,16985.599609375,349800
2023-03-17,17111.80078125,17145.80078125,16958.150390625,17100.05078125,17100.05078125,408100
2023-03-20,17066.599609375,17066.599609375,16828.349609375,16988.400390625,16988.400390625,241800
2023-03-21,17060.400390625,17127.69921875,17016.0,17107.5,17107.5,246700
2023-03-22,17177.44921875,17207.25,17107.849609375,17151.900390625,17151.900390625,0
2023-03-23,17097.400390625,17205.400390625,17045.30078125,17076.900390625,17076.900390625,219200
2023-03-24,17076.19921875,17109.44921875,16917.349609375,16945.05078125,16945.05078125,228000
2023-03-27,16984.30078125,17091.0,16918.55078125,16985.69921875,16985.69921875,218400
2023-03-28,17031.75,17061.75,16913.75,16951.69921875,16951.69921875,238800
2023-03-29,16977.30078125,17126.150390625,16940.599609375,17080.69921875,17080.69921875,345900
2023-03-31,17210.349609375,17381.599609375,17204.650390625,17359.75,17359.75,263900
2023-04-03,17427.94921875,17428.05078125,17312.75,17398.05078125,17398.05078125,230200
2023-04-05,17422.30078125,17570.55078125,17402.69921875,17557.05078125,17557.05078125,248300
2023-04-06,17533.849609375,17638.69921875,17502.849609375,17599.150390625,17599.150390625,242700
2023-04-10,17634.900390625,17694.099609375,17597.94921875,17624.05078125,17624.05078125,254800
2023-04-11,17704.80078125,17748.75,17655.150390625,17722.30078125,17722.30078125,304300
2023-04-12,17759.55078125,17825.75,17717.25,17812.400390625,17812.400390625,232800
2023-04-13,17807.30078125,17842.150390625,17729.650390625,17828.0,17828.0,285800
2023-04-17,17863.0,17863.0,17574.05078125,17706.849609375,17706.849609375,357400
2023-04-18,17766.599609375,17766.599609375,17610.19921875,17660.150390625,17660.150390625,258900
2023-04-19,17653.349609375,17666.150390625,17579.849609375,17618.75,17618.75,281500
2023-04-20,17638.599609375,17684.44921875,17584.349609375,17624.44921875,17624.44921875,215100
2023-04-21,17639.75,17663.19921875,17553.94921875,17624.05078125,17624.05078125,230200
2023-04-24,17707.55078125,17754.5,17612.5,17743.400390625,17743.400390625,255700
2023-04-25,17761.55078125,17807.44921875,17716.849609375,17769.25,17769.25,297400
2023-04-26,17767.30078125,17827.75,17711.19921875,17813.599609375,17813.599609375,233000
2023-04-27,17813.099609375,17931.599609375,17797.900390625,17915.05078125,17915.05078125,241400
2023-04-28,17950.400390625,18089.150390625,17885.30078125,18065.0,18065.0,290300
2023-05-02,18124.80078125,18180.25,18101.75,18147.650390625,18147.650390625,265200
2023-05-03,18113.80078125,18116.349609375,18042.400390625,18089.849609375,18089.849609375,226200
2023-05-04,18081.0,18267.44921875,18066.69921875,18255.80078125,18255.80078125,226600
2023-05-05,18117.30078125,18216.94921875,18055.44921875,18069.0,18069.0,239700
2023-05-08,18120.599609375,18286.94921875,18100.30078125,18264.400390625,18264.400390625,228400
2023-05-09,18303.400390625,18344.19921875,18229.650390625,18265.94921875,18265.94921875,245400
2023-05-10,18313.599609375,18326.75,18211.94921875,18315.099609375,18315.099609375,220500
2023-05-11,18357.80078125,18389.69921875,18270.400390625,18297.0,18297.0,248900
2023-05-12,18273.75,18342.75,18194.55078125,18314.80078125,18314.80078125,241700
2023-05-15,18339.30078125,18458.900390625,18287.900390625,18398.849609375,18398.849609375,216100
2023-05-16,18432.349609375,18432.349609375,18264.349609375,18286.5,18286.5,219500
2023-05-17,18300.44921875,18309.0,18115.349609375,18181.75,18181.75,229900
2023-05-18,18287.5,18297.19921875,18104.849609375,18129.94921875,18129.94921875,272100
2023-05-19,18186.150390625,18218.099609375,18060.400390625,18203.400390625,18203.400390625,260900
2023-05-22,18201.099609375,18335.25,18178.849609375,18314.400390625,18314.400390625,262600
2023-05-23,18362.900390625,18419.75,18324.19921875,18348.0,18348.0,270400
2023-05-24,18294.80078125,18392.599609375,18262.94921875,18285.400390625,18285.400390625,232600
2023-05-25,18268.900390625,18338.099609375,18202.400390625,18321.150390625,18321.150390625,235900
2023-05-26,18368.349609375,18508.55078125,18333.150390625,18499.349609375,18499.349609375,198700
2023-05-29,18619.150390625,18641.19921875,18581.25,18598.650390625,18598.650390625,265300
2023-05-30,18606.650390625,18662.44921875,18575.5,18633.849609375,18633.849609375,234400
2023-05-31,18594.19921875,18603.900390625,18483.849609375,18534.400390625,18534.400390625,696500
2023-06-01,18579.400390625,18580.30078125,18464.55078125,18487.75,18487.75,265600
2023-06-02,18550.849609375,18573.69921875,18478.400390625,18534.099609375,18534.099609375,270900
2023-06-05,18612.0,18640.150390625,18582.80078125,18593.849609375,18593.849609375,256100
2023-06-06,18600.80078125,18622.75,18531.599609375,18599.0,18599.0,220800
2023-06-07,18665.599609375,18738.94921875,18636.0,18726.400390625,18726.400390625,260100
2023-06-08,18725.349609375,18777.900390625,18615.599609375,18634.55078125,18634.55078125,286500
2023-06-09,18655.900390625,18676.650390625,18555.400390625,18563.400390625,18563.400390625,221800
2023-06-12,18595.05078125,18633.599609375,18559.75,18601.5,18601.5,179500
2023-06-13,18631.80078125,18728.900390625,18631.80078125,18716.150390625,18716.150390625,233200
2023-06-14,18744.599609375,18769.69921875,18690.0,18755.900390625,18755.900390625,261400
2023-06-15,18774.44921875,18794.099609375,18669.05078125,18688.099609375,18688.099609375,263000
2023-06-16,18723.30078125,18864.69921875,18710.5,18826.0,18826.0,272800
2023-06-19,18873.30078125,18881.44921875,18719.150390625,18755.44921875,18755.44921875,219800
2023-06-20,18752.349609375,18839.69921875,18660.650390625,18816.69921875,18816.69921875,211600
2023-06-21,18849.400390625,18875.900390625,18794.849609375,18856.849609375,18856.849609375,217500
2023-06-22,18853.599609375,18886.599609375,18759.5,18771.25,18771.25,252700
2023-06-23,18741.849609375,18756.400390625,18647.099609375,18665.5,18665.5,210600
2023-06-26,18682.349609375,18722.05078125,18646.69921875,18691.19921875,18691.19921875,171300
2023-06-27,18748.55078125,18829.25,18714.25,18817.400390625,18817.400390625,222500
2023-06-28,18908.150390625,19011.25,18861.349609375,18972.099609375,18972.099609375,398800
2023-06-30,19076.849609375,19201.69921875,19024.599609375,19189.05078125,19189.05078125,247900
2023-07-03,19246.5,19345.099609375,19234.400390625,19322.55078125,19322.55078125,226100
2023-07-04,19406.599609375,19434.150390625,19300.0,19389.0,19389.0,226900
2023-07-05,19405.94921875,19421.599609375,19339.599609375,19398.5,19398.5,224400
2023-07-06,19385.69921875,19512.19921875,19373.0,19497.30078125,19497.30078125,268300
2023-07-07,19422.80078125,19523.599609375,19303.599609375,19331.80078125,19331.80078125,237100
2023-07-10,19400.349609375,19435.849609375,19327.099609375,19355.900390625,19355.900390625,268200
2023-07-11,19427.099609375,19515.099609375,19406.44921875,19439.400390625,19439.400390625,251300
2023-07-12,19497.44921875,19507.69921875,19361.75,19384.30078125,19384.30078125,327900
2023-07-13,19495.19921875,19567.0,19385.80078125,19413.75,19413.75,310400
2023-07-14,19493.44921875,19595.349609375,19433.5,19564.5,19564.5,291200
2023-07-17,19612.150390625,19731.849609375,19562.94921875,19711.44921875,19711.44921875,268700
2023-07-18,19787.5,19819.44921875,19690.19921875,19749.25,19749.25,286400
2023-07-19,19802.94921875,19851.69921875,19727.44921875,19833.150390625,19833.150390625,259700
2023-07-20,19831.69921875,19991.849609375,19758.400390625,19979.150390625,19979.150390625,274700
2023-07-21,19800.44921875,19887.400390625,19700.0,19745.0,19745.0,312500
2023-07-24,19748.44921875,19782.75,19658.30078125,19672.349609375,19672.349609375,265600
2023-07-25,19729.349609375,19729.349609375,19615.94921875,19680.599609375,19680.599609375,369700
2023-07-26,19733.349609375,19825.599609375,19716.69921875,19778.30078125,19778.30078125,244700
2023-07-27,19850.900390625,19867.55078125,19603.55078125,19659.900390625,19659.900390625,334900
2023-07-28,19659.75,19695.900390625,19563.099609375,19646.05078125,19646.05078125,258700
2023-07-31,19666.349609375,19772.75,19597.599609375,19753.80078125,19753.80078125,295100
2023-08-01,19784.0,19795.599609375,19704.599609375,19733.55078125,19733.55078125,298000
2023-08-02,19655.400390625,19678.25,19423.55078125,19526.55078125,19526.55078125,290700
2023-08-03,19463.75,19537.650390625,19296.44921875,19381.650390625,19381.650390625,315700
2023-08-04,19462.80078125,19538.849609375,19436.44921875,19517.0,19517.0,280800
2023-08-07,19576.849609375,19620.44921875,19524.80078125,19597.30078125,19597.30078125,216600
2023-08-08,19627.19921875,19634.400390625,19533.099609375,19570.849609375,19570.849609375,260300
2023-08-09,19578.80078125,19645.5,19467.5,19632.55078125,19632.55078125,266500
2023-08-10,19605.55078125,19623.599609375,19495.400390625,19543.099609375,19543.099609375,312200
2023-08-11,19554.25,19557.75,19412.75,19428.30078125,19428.30078125,235500
2023-08-14,19383.94921875,19465.849609375,19257.900390625,19434.55078125,19434.55078125,243900
2023-08-16,19369.0,19482.75,19317.19921875,19465.0,19465.0,0
2023-08-17,19450.55078125,19461.55078125,19326.25,19365.25,19365.25,268700
2023-08-18,19301.75,19373.80078125,19253.599609375,19310.150390625,19310.150390625,256100
2023-08-21,19320.650390625,19425.94921875,19296.30078125,19393.599609375,19393.599609375,262600
2023-08-22,19417.099609375,19443.5,19381.30078125,19396.44921875,19396.44921875,208700
2023-08-23,19439.19921875,19472.05078125,19366.599609375,19444.0,19444.0,225200
2023-08-24,19535.150390625,19584.44921875,19369.0,19386.69921875,19386.69921875,268300
2023-08-25,19297.400390625,19339.55078125,19229.69921875,19265.80078125,19265.80078125,466500
2023-08-28,19298.349609375,19366.849609375,19249.69921875,19306.05078125,19306.05078125,248200
2023-08-29,19374.849609375,19377.900390625,19309.099609375,19342.650390625,19342.650390625,307400
2023-08-30,19433.44921875,19452.80078125,19334.75,19347.44921875,19347.44921875,233000
2023-08-31,19375.55078125,19388.19921875,19223.650390625,19253.80078125,19253.80078125,562600
2023-09-01,19258.150390625,19458.55078125,19255.69921875,19435.30078125,19435.30078125,333000
2023-09-04,19525.05078125,19545.150390625,19432.849609375,19528.80078125,19528.80078125,296800
2023-09-05,19564.650390625,19587.05078125,19525.75,19574.900390625,19574.900390625,256800
2023-09-06,19581.19921875,19636.44921875,19491.5,19611.05078125,19611.05078125,287600
2023-09-07,19598.650390625,19737.0,19550.05078125,19727.05078125,19727.05078125,304900
2023-09-08,19774.80078125,19867.150390625,19727.05078125,19819.94921875,19819.94921875,288100
2023-09-11,19890.0,20008.150390625,19865.349609375,19996.349609375,19996.349609375,248800
2023-09-12,20110.150390625,20110.349609375,19914.650390625,19993.19921875,19993.19921875,328100
2023-09-13,19989.5,20096.900390625,19944.099609375,20070.0,20070.0,251400
2023-09-14,20127.94921875,20167.650390625,20043.44921875,20103.099609375,20103.099609375,275100
2023-09-15,20156.44921875,20222.44921875,20129.69921875,20192.349609375,20192.349609375,438200
2023-09-18,20155.94921875,20195.349609375,20115.69921875,20133.30078125,20133.30078125,264900
2023-09-20,19980.75,20050.650390625,19878.849609375,19901.400390625,19901.400390625,378100
2023-09-21,19840.55078125,19848.75,19709.94921875,19742.349609375,19742.349609375,275100
2023-09-22,19744.849609375,19798.650390625,19657.5,19674.25,19674.25,246400
2023-09-25,19678.19921875,19734.150390625,19601.55078125,19674.55078125,19674.55078125,188400
2023-09-26,19682.80078125,19699.349609375,19637.44921875,19664.69921875,19664.69921875,204900
2023-09-27,19637.05078125,19730.69921875,19554.0,19716.44921875,19716.44921875,203600
2023-09-28,19761.80078125,19766.650390625,19492.099609375,19523.55078125,19523.55078125,352800
2023-09-29,19581.19921875,19726.25,19551.05078125,19638.30078125,19638.30078125,243500
2023-10-03,19622.400390625,19623.19921875,19479.650390625,19528.75,19528.75,221700
2023-10-04,19446.30078125,19457.80078125,19333.599609375,19436.099609375,19436.099609375,277100
2023-10-05,19521.849609375,19576.94921875,19487.30078125,19545.75,19545.75,234900
2023-10-06,19621.19921875,19674.900390625,19589.400390625,19670.150390625,19670.150390625,0
